RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnProbabilityPct,RiskSegment
231,15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,0,0.07439269906681586,7.44,Low Risk
232,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0,0.10984099633223392,10.98,Low Risk
233,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,0.1114798996916132,11.15,Low Risk
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,0.1351436517076937,13.51,Low Risk
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,0.27385094881863453,27.39,Low Risk
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,0.6870235061261939,68.7,High Risk
237,15711540,Pacheco,712,France,Female,29,2,0.0,1,1,1,144375.0,0,0.25284766880187814,25.28,Low Risk
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,0.945146836252337,94.51,High Risk
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1,0.8972495059319878,89.72,High Risk
240,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,0.09578616313705265,9.58,Low Risk
241,15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,0.07810161884493963,7.81,Low Risk
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,0.6822314859484482,68.22,High Risk
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,0.11093762467904353,11.09,Low Risk
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,0.42791920856726584,42.79,Medium Risk
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,0.05458581064504839,5.46,Low Risk
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,0.6345952287849543,63.46,High Risk
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,0.17788587080521723,17.79,Low Risk
248,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0,0.12332203964718422,12.33,Low Risk
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,0.20149596582341128,20.15,Low Risk
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,0.9327737246103487,93.28,High Risk
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,0.3386209497862926,33.86,Medium Risk
252,15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,0.11891826186347028,11.89,Low Risk
253,15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0,0.09094101534304275,9.09,Low Risk
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,0.27428674488699584,27.43,Low Risk
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,0.30070146808901554,30.07,Medium Risk
256,15765297,Yao,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,0.13929280085162035,13.93,Low Risk
257,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34,0,0.05699409192920479,5.7,Low Risk
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0.1226374607429197,12.26,Low Risk
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,0.1932997395418685,19.33,Low Risk
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,0.19346456605194876,19.35,Low Risk
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,0.3309005293773658,33.09,Medium Risk
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,0.7097788547376926,70.98,High Risk
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,0.2736187142859827,27.36,Low Risk
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,0.14414760383153882,14.41,Low Risk
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,0.13855515589837156,13.86,Low Risk
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,0.30372092106680887,30.37,Medium Risk
267,15653857,Wallis,498,France,Male,34,2,0.0,2,1,1,148528.24,0,0.04459350662165654,4.46,Low Risk
268,15777076,Clark,651,France,Male,36,7,0.0,2,1,0,13898.31,0,0.06526373047657798,6.53,Low Risk
269,15717398,Fielding,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,0.6492905823252128,64.93,High Risk
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,0.2767067302578197,27.67,Low Risk
271,15787071,Dulhunty,650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,0.08355688685025629,8.36,Low Risk
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,0.8082991320787214,80.83,High Risk
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,0.13768831789383496,13.77,Low Risk
274,15725166,Newton,707,France,Male,30,8,0.0,2,1,0,33159.37,0,0.04695446974734878,4.7,Low Risk
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,0.24697454505490113,24.7,Low Risk
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,0.07747336081084105,7.75,Low Risk
277,15694456,Toscani,756,France,Male,62,3,0.0,1,1,1,11199.04,1,0.6628265173772335,66.28,High Risk
278,15767339,Chiazagomekpere,777,France,Female,53,10,0.0,2,1,0,189992.97,0,0.48519320148362916,48.52,Medium Risk
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,0.17991820759531593,17.99,Low Risk
280,15782210,K'ung,714,France,Male,46,1,0.0,1,1,0,152167.79,1,0.7814547681794183,78.15,High Risk
281,15668893,Wilsmore,782,France,Male,39,8,0.0,2,1,1,33949.67,0,0.0564153223753578,5.64,Low Risk
282,15669169,Hargreaves,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,0.04956440051402826,4.96,Low Risk
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,0.5708145879972951,57.08,Medium Risk
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,0.2742735115728763,27.43,Low Risk
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,0.1958359315969862,19.58,Low Risk
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0.21509813983306397,21.51,Low Risk
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,0.2342111895603025,23.42,Low Risk
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,0.314895860496749,31.49,Medium Risk
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0.3125411737835115,31.25,Medium Risk
290,15697307,Nnachetam,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,0.07427632686104392,7.43,Low Risk
291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,0.312455806498579,31.25,Medium Risk
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,0.34407623546103033,34.41,Medium Risk
293,15655774,Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0,0.04711306566930067,4.71,Low Risk
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,0.2924543649322646,29.25,Low Risk
295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0,0.052354516584282175,5.24,Low Risk
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,0.23831334739979246,23.83,Low Risk
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,0.16036285485373847,16.04,Low Risk
298,15684173,Chang,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,0.8811402338266426,88.11,High Risk
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,0.39695848927144034,39.7,Medium Risk
300,15811490,French,627,France,Male,33,5,0.0,2,1,1,103737.82,0,0.0426852214419871,4.27,Low Risk
301,15803976,Efremov,694,France,Female,31,10,0.0,2,1,0,160990.27,0,0.1415204272291273,14.15,Low Risk
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,0.30859853790826636,30.86,Medium Risk
303,15695699,Calabrese,687,France,Male,35,8,0.0,2,1,0,10334.05,0,0.05525046812752848,5.53,Low Risk
304,15624188,Chiu,712,France,Female,33,6,0.0,2,1,1,190686.16,0,0.07933894555050493,7.93,Low Risk
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,0.20312459518748993,20.31,Low Risk
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,0.11920520536534052,11.92,Low Risk
307,15594898,Hewitt,731,France,Male,43,2,0.0,1,1,1,170034.95,1,0.47396936585469185,47.4,Medium Risk
308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,0.16303905304515318,16.3,Low Risk
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,0.776402130963859,77.64,High Risk
310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,0.31151252300937643,31.15,Medium Risk
311,15712287,Pokrovskii,652,France,Female,80,4,0.0,2,1,1,188603.07,0,0.11970968007803134,11.97,Low Risk
312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0.1687515931544896,16.88,Low Risk
313,15674398,Russo,642,France,Male,38,3,0.0,2,0,0,171463.83,0,0.08207426192769891,8.21,Low Risk
314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,0.8809937424665641,88.1,High Risk
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,0.10712246598634896,10.71,Low Risk
316,15581539,Atkinson,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,0.06965466942572306,6.97,Low Risk
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,0.7982245596027571,79.82,High Risk
318,15666252,Ritchie,706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,0.10793121648877031,10.79,Low Risk
319,15677512,McEncroe,628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,0.3701493191342756,37.01,Medium Risk
320,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,0.24189388988164348,24.19,Low Risk
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,0.4838683834344639,48.39,Medium Risk
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,0.18540149548194132,18.54,Low Risk
323,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,0.4982537363407759,49.83,Medium Risk
324,15585215,Yuan,763,France,Female,31,4,0.0,2,0,0,50404.72,0,0.08849328772829382,8.85,Low Risk
325,15682757,Pardey,734,France,Male,30,3,0.0,2,1,0,107640.25,0,0.06828570463387257,6.83,Low Risk
326,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,0.2563454920934579,25.63,Low Risk
327,15601848,Scott,594,France,Male,35,2,0.0,2,1,0,103480.69,0,0.07830486531979071,7.83,Low Risk
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,0.7809189089646099,78.09,High Risk
329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,0.37637662404335714,37.64,Medium Risk
330,15624528,L?,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,0.11365242093749264,11.37,Low Risk
331,15598493,Beach,656,France,Male,50,7,0.0,2,0,1,72143.44,0,0.21128273436903117,21.13,Low Risk
332,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,0.4328020443300787,43.28,Medium Risk
333,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0.5038792289228856,50.39,Medium Risk
334,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,0.6487748986456868,64.88,High Risk
335,15742668,Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,0.32891953752598796,32.89,Medium Risk
336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,0.4151708694390282,41.52,Medium Risk
337,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,0.1318120879245028,13.18,Low Risk
338,15648064,Kennedy,649,France,Male,33,2,0.0,2,1,0,2010.98,0,0.07651431288921386,7.65,Low Risk
339,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,0.5628975140342451,56.29,Medium Risk
340,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,0.7527527694955409,75.28,High Risk
341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,0.29579408518756317,29.58,Low Risk
342,15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0,0.19380651553992956,19.38,Low Risk
343,15681081,Marrero,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,0.14860618447373983,14.86,Low Risk
344,15684484,White,543,France,Male,22,8,0.0,2,0,0,127587.22,0,0.06499619266029187,6.5,Low Risk
345,15785869,Pisano,718,France,Female,25,7,0.0,2,1,0,30380.12,0,0.07861115350503695,7.86,Low Risk
346,15763859,Brown,840,France,Female,43,7,0.0,2,1,0,90908.95,0,0.2548014946892458,25.48,Low Risk
347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,0.2362952617265878,23.63,Low Risk
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,0.4110524776818035,41.11,Medium Risk
349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,0.3901472223470998,39.01,Medium Risk
350,15576256,Yusupova,582,France,Male,39,5,0.0,2,1,1,129892.93,0,0.05416782049881594,5.42,Low Risk
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,0.09501339885310076,9.5,Low Risk
352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,0.18538882986757918,18.54,Low Risk
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,0.3405435133622699,34.05,Medium Risk
354,15812007,Power,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,0.05062242425942705,5.06,Low Risk
355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0,0.5095461373272037,50.95,Medium Risk
356,15739438,Reed,539,France,Male,30,0,0.0,2,1,0,160979.66,0,0.07540865488511607,7.54,Low Risk
357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,0.40313919155664607,40.31,Medium Risk
358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,0.32693133822847004,32.69,Medium Risk
359,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0,0.24392526666357886,24.39,Low Risk
360,15592386,Campbell,520,France,Male,58,3,0.0,2,0,1,32790.02,0,0.3327705523305699,33.28,Medium Risk
361,15803716,West,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,0.04847172842853286,4.85,Low Risk
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,0.8158835425435199,81.59,High Risk
363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0,0.5994436985950078,59.94,Medium Risk
364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,0.24686897792705434,24.69,Low Risk
365,15676715,Madukaego,640,France,Male,68,9,0.0,2,1,1,199493.38,0,0.19399008707636303,19.4,Low Risk
366,15613085,Ibrahimova,628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,0.3893721426516781,38.94,Medium Risk
367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,0.2967382940738302,29.67,Low Risk
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0.27099347003798785,27.1,Low Risk
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,0.056578050129779775,5.66,Low Risk
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0,0.2598106386843601,25.98,Low Risk
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,0.23592302637524304,23.59,Low Risk
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,0.38751695717065326,38.75,Medium Risk
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,0.14357932819898236,14.36,Low Risk
374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,0.37585120599687016,37.59,Medium Risk
375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,0.05580793671295279,5.58,Low Risk
376,15758449,Angelo,769,France,Female,39,8,0.0,1,0,1,21016.0,0,0.28911223477181797,28.91,Low Risk
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,0.9173132566871108,91.73,High Risk
378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,0.23510973612894523,23.51,Low Risk
379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,0.48485043567257047,48.49,Medium Risk
380,15629677,Distefano,687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,0.7831441865684585,78.31,High Risk
381,15713578,Farrell,483,France,Female,50,9,0.0,2,1,1,111020.24,0,0.40622900783703864,40.62,Medium Risk
382,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,0.1940696351567558,19.41,Low Risk
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,0.0936237298138177,9.36,Low Risk
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,0.1999550732669924,20.0,Low Risk
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,0.807174308957586,80.72,High Risk
386,15720910,Black,560,France,Female,66,9,0.0,1,1,1,15928.49,0,0.3502358670192487,35.02,Medium Risk
387,15721181,Oliver,611,Spain,Male,46,6,0.0,2,1,0,45886.33,0,0.1726775408753251,17.27,Low Risk
388,15776433,Greco,730,Spain,Male,62,2,0.0,2,1,1,186489.95,0,0.16317927850581906,16.32,Low Risk
389,15748936,Whitehead,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0,0.26611870715860725,26.61,Low Risk
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,0.21376173723009415,21.38,Low Risk
391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,0.34037330090406537,34.04,Medium Risk
392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,0.22557849221487905,22.56,Low Risk
393,15573456,Cunningham,648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,0.63276860115344,63.28,High Risk
394,15684548,Demidov,556,Spain,Male,38,8,0.0,2,0,0,417.41,1,0.3248503703615413,32.49,Medium Risk
395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,0.1909443247701123,19.09,Low Risk
396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,0.1787526793772928,17.88,Low Risk
397,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0,0.19642271937092068,19.64,Low Risk
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,0.3924356874677417,39.24,Medium Risk
399,15762218,Mills,701,France,Female,39,9,0.0,2,0,1,145894.9,0,0.14569225146411696,14.57,Low Risk
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,0.7676557210477426,76.77,High Risk
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,0.8159381441534704,81.59,High Risk
402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,0.497271465664195,49.73,Medium Risk
403,15781589,Carpenter,751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,0.19328719750208892,19.33,Low Risk
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0,0.14109723649913455,14.11,Low Risk
405,15642291,Fontaine,685,France,Male,23,8,0.0,2,1,1,112239.03,0,0.035733954652104875,3.57,Low Risk
406,15692761,Pratt,718,France,Male,36,9,0.0,1,1,0,45909.87,0,0.3497158835404808,34.97,Medium Risk
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,0.7818154681443426,78.18,High Risk
408,15745354,Franklin,611,Spain,Female,37,4,0.0,2,1,0,125696.26,0,0.11077760344153373,11.08,Low Risk
409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,0.15244746645406718,15.24,Low Risk
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,0.6432026936195205,64.32,High Risk
411,15566594,McKenzie,709,Spain,Male,23,10,0.0,2,0,0,129590.18,0,0.08501711110903139,8.5,Low Risk
412,15760431,Pino,850,France,Male,38,1,0.0,2,1,1,80006.65,0,0.060472791754606924,6.05,Low Risk
413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0,0.1959383975612672,19.59,Low Risk
414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,0.8647755927718951,86.48,High Risk
415,15810432,Moseley,795,Spain,Male,35,8,0.0,2,1,0,167155.36,0,0.06943986277079364,6.94,Low Risk
416,15809616,Hsiung,626,Spain,Male,26,8,0.0,2,0,0,191420.71,0,0.04986727996383327,4.99,Low Risk
417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,0.9161844325635933,91.62,High Risk
418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0,0.2933173519554307,29.33,Low Risk
419,15659843,Li,643,France,Female,46,6,0.0,2,0,0,106781.59,0,0.3166058830160499,31.66,Medium Risk
420,15615624,De Salis,605,France,Female,28,6,0.0,2,0,0,159508.52,0,0.10300413548290517,10.3,Low Risk
421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,0.9492998730021027,94.93,High Risk
422,15716186,Richardson,586,France,Female,38,2,0.0,2,1,0,87168.46,0,0.22406686484729585,22.41,Low Risk
423,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,0.734615651130501,73.46,High Risk
424,15622834,Stevenson,678,France,Female,35,4,0.0,1,1,0,125518.32,0,0.49251395621015,49.25,Medium Risk
425,15566111,Estes,596,France,Male,39,9,0.0,1,1,0,48963.59,0,0.40917280372584486,40.92,Medium Risk
426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0,0.2459103359670064,24.59,Low Risk
427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0,0.3706941219993428,37.07,Medium Risk
428,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0,0.4207534187873001,42.08,Medium Risk
429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,0.41830010658541955,41.83,Medium Risk
430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,0.7417069719996184,74.17,High Risk
431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,0.7803174904019047,78.03,High Risk
432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,0.20309846451885402,20.31,Low Risk
433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,0.5617260352890299,56.17,Medium Risk
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,0.704466489349437,70.45,High Risk
435,15799384,Collier,683,France,Male,33,8,0.0,1,0,0,73564.44,0,0.31261791249440113,31.26,Medium Risk
436,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0,0.6203393271953088,62.03,High Risk
437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,0.16666558193171402,16.67,Low Risk
438,15624623,Hs?,516,France,Male,35,10,104088.59,2,0,0,119666.0,0,0.16921177458968995,16.92,Low Risk
439,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0,0.2676020551777995,26.76,Low Risk
